,parent_smiles,ring_fragment,mol_id
1562,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,Cc1cc(O)cc(C)c1N,TOX893
1563,Cc1cc(=O)[nH]c(=S)[nH]1,Cc1cc(=O)[nH]c(=S)[nH]1,TOX890
1564,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@]1(C)O,TOX3333
1565,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,Cc1ccco1,TOX3333
1566,CCC(C)(C)c1ccc(O)cc1,Cc1ccc(O)cc1,TOX1771
1567,Cc1c(N)cccc1Cl,Cc1c(N)cccc1Cl,TOX4815
1568,Cc1ccc(Cl)cc1,Cc1ccc(Cl)cc1,TOX4814
1569,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,Cc1cc(Cl)c(O)c(Cl)c1,TOX1770
1570,Nc1ccc(Br)cc1,Nc1ccc(Br)cc1,TOX1867
1571,Cc1ccc(O)c(C)c1,Cc1ccc(O)c(C)c1,TOX1864
1572,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,Cc1ccc(O)c(O)c1,TOX25745
1573,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,CN1CCc2cc(O)c(O)cc2CC1=O,TOX25745
1574,Cc1ccc(O)cc1,Cc1ccc(O)cc1,TOX1869
1575,Cc1ccc(C)cc1,Cc1ccc(C)cc1,TOX1868
1576,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC,Oc1ccc(S)cc1O,TOX25746
1577,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC,Cc1ccccc1Cl,TOX25746
1578,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC,C[C@H]1CCCN1C,TOX25746
1579,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC,C[C@H]1N(S)c2ccc(Cl)cc2[C@]1(C)O,TOX25746
1580,O=[PH](Oc1ccccc1)Oc1ccccc1,Oc1ccccc1,TOX21889
1581,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,Cc1ccc(Cl)cc1,TOX321
1582,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,Cc1ccccn1,TOX321
1583,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,Sc1ccc(Cl)cc1,TOX322
1584,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,TOX328
1585,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,Cc1nc[nH]c1C,TOX329
1586,CCCCNS(=O)(=O)c1ccccc1,Sc1ccccc1,TOX7540
1587,C=C(C)c1cccc(C(=C)C)c1,Cc1cccc(C)c1,TOX7546
1588,CC1OC(=O)C(C)OC1=O,CC1OC(=O)C(C)OC1=O,TOX21253
1589,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,TOX21252
1590,CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,TOX21250
1591,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,Cc1cc([N+])cc([N+])c1O,TOX21883
1592,CNC(=N)NC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1N,TOX29006
1593,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,Cc1ccc(S)cc1,TOX29004
1594,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,C=C1C(C)=C(C)c2cc(F)ccc21,TOX29004
1595,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,Cc1ccc2c(c1)CC(=O)c1ccccc1S2,TOX29002
1596,CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,CC1CCCCC1,TOX29003
1597,CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,Cc1ccc(C)c2ccccc12,TOX29003
1598,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC1(C)C[C@@H]2CN(CCc3c1[nH]c1ccccc31)C[C@@](C)(O)C2,TOX29000
1599,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Cc1cc2c(cc1O)N(C)[C@H]1[C@](C)(O)[C@H](O)[C@]3(C)C=CCN4CC[C@]21[C@@H]43,TOX29000
1600,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,C[C@@H]1CCN1C,TOX29001
1601,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,Cc1ccc(C)cc1,TOX29001
1602,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,CC1CCCCC1,TOX29001
1603,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Nc1nc(N)c2cc(O)c(O)cc2n1,TOX29008
1604,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,CN1CCN(C)CC1,TOX29008
1605,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Cc1ccco1,TOX29008
1606,Nc1ccccc1,Nc1ccccc1,TOX29009
1607,NC(=S)c1c(Cl)cccc1Cl,Cc1c(Cl)cccc1Cl,TOX21783
1608,CC(C)c1ccc(S(=O)(=O)O)cc1,Cc1ccc(S)cc1,TOX27523
1609,CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1,Oc1ccccc1,TOX27526
1610,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,C[C@@H]1[C@@H]2C(=C[C@@H](O)C[C@@H]2O)C=C[C@@H]1C,TOX27525
1611,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,TOX27524
1612,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,N[C@@H]1C[C@H](N)[C@@H](O)[C@H](O)[C@H]1O,TOX27524
1613,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,C[C@H]1O[C@H](O)[C@H](O)[C@@H](N)[C@@H]1O,TOX27524
1614,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7cc(O)c(O)cc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,TOX4662
1615,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,TOX11248
1616,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,C[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,TOX2888
1617,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12Cc3cnoc3C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,TOX2880
1618,Cc1ccccc1Br,Cc1ccccc1Br,TOX4660
1619,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,C[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O)C1)C(=O)c1c(O)cccc1C3=O,TOX2883
1620,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,C[C@@H]1O[C@@H](O)C[C@H](N)[C@@H]1O,TOX2883
1621,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,TOX26343
1622,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,Cc1ccc(C)c(N)c1,TOX26344
1623,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,Nc1ccc(S)c2cc(S)cc(S)c12,TOX26344
1624,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,Cc1cccc(N)c1,TOX26344
1625,CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12,Cc1ccc(O)c2ccccc12,TOX26837
1626,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl,Cc1cc(O)c(Cl)cc1O,TOX27369
1627,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl,Cc1nc(N)sc1C,TOX27369
1628,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl,Cc1cc(C)c2c(c1)cc(C)n2C,TOX27369
1629,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl,CC1CCCCC1,TOX27369
1630,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,Cc1cc(O)cc2c1C(=O)N(C)S2(=O)=O,TOX27368
1631,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,O=c1cc(O)nc2c(O)cccn12,TOX27368
1632,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,CN1CCCCC1,TOX27368
1633,CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,NC1CCc2ccc(O)cc2C1,TOX27360
1634,CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,Cc1cccc(Cl)c1,TOX27360
1635,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Cc1cccc(O)c1O,TOX27363
1636,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,CC1CCN(C)CC1,TOX27363
1637,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Cc1ccc(F)cc1,TOX27363
1638,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,C=C1c2ccccc2C(C)(C)c2ccccc21,TOX26835
1639,O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl,Cc1ccccc1,TOX27364
1640,O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl,Cc1ccc(Cl)c(C)c1Cl,TOX27364
1641,O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl,C[C@@H]1CN2CCC1CC2,TOX27364
1642,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,Nc1ccc2[nH]ccc2c1,TOX27366
1643,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,Cc1cc2cc(F)ccc2n1C,TOX27366
1644,O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,Cc1cccc(F)c1,TOX27366
1645,CNC(=O)Oc1cccc(C(C)C)c1,Cc1cccc(O)c1,TOX20324
1646,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],Cc1cc(O)ccc1[N+],TOX20320
1647,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],Oc1ccc(Cl)cc1Cl,TOX20320
1648,CCC(=O)Nc1ccc(O)cc1,Nc1ccc(O)cc1,TOX26419
1649,CN(C)CCCN1c2ccccc2Sc2ccccc21,CN1c2ccccc2Sc2ccccc21,TOX26949
1650,CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,C[C@@H]1C[C@@H](O)CN1C,TOX26410
1651,CN1C(=O)/C(=N/NC(N)=S)c2ccccc21,CN1C(=O)C(=N)c2ccccc21,TOX26413
1652,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,Cc1cc(O)c(C)cc1O,TOX26946
1653,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,Cc1ccccc1,TOX26415
1654,CCNC(=O)/C=C/c1cccc(Br)c1,Cc1cccc(Br)c1,TOX26417
1655,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,Sc1ccccc1,TOX22259
1656,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,Sc1ccc(Cl)cc1,TOX22259
1657,CN(C)c1ccc(SC#N)cc1,Nc1ccc(S)cc1,TOX22252
1658,Cc1cccc(OCC(O)CNC(C)(C)C)c1C,Cc1cccc(O)c1C,TOX23848
1659,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,Cc1ccc(Cl)cc1,TOX22256
1660,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,Cc1cccnc1,TOX22256
1661,CCCCCCC1CCCC(=O)O1,CC1CCCC(=O)O1,TOX27099
1662,CC(CC=O)c1ccccc1,Cc1ccccc1,TOX27098
1663,C1CNCCN1,C1CNCCN1,TOX1164
1664,CCOC(=O)CCc1ccccc1,Cc1ccccc1,TOX27095
1665,CCOC(=O)CC(=O)c1ccccc1,Cc1ccccc1,TOX27094
1666,CC/C=C\CC1=C(C)CCC1=O,CC1=C(C)C(=O)CC1,TOX27092
1667,CCC(=O)OC(C)c1ccccc1,Cc1ccccc1,TOX27091
1668,Cc1cccc2nccnc12,Cc1cccc2nccnc12,TOX27090
1669,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,C[C@]1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,TOX31408
1670,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,CC1OC(O)CC(N)C1O,TOX31408
1671,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,CN1CCOC(O)C1,TOX31408
1672,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,Oc1c(S)cc(Cl)cc1Cl,TOX1270
1673,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,Oc1cc(Br)c(Br)cc1Br,TOX10047
1674,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,Cc1ccc(N)cc1,TOX3589
1675,Cc1cscn1,Cc1cscn1,TOX7300
1676,NC1CCCCC1N,NC1CCCCC1N,TOX7301
1677,O=C(Cl)c1c(Cl)c(Cl)c(C(=O)Cl)c(Cl)c1Cl,Cc1c(Cl)c(Cl)c(C)c(Cl)c1Cl,TOX7302
1678,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,CN1CCC(O)CC1,TOX25910
1679,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,Cc1ccc2c(c1)N(C)c1ccccc1S2,TOX25910
1680,CN(N=O)c1ccccc1,Nc1ccccc1,TOX1053
1681,O=NN1CCOCC1,NN1CCOCC1,TOX1056
1682,NC(=O)Nc1nc2ccccc2[nH]1,Nc1nc2ccccc2[nH]1,TOX4574
1683,O=NN1CCNCC1,NN1CCNCC1,TOX1059
1684,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CN1CCCCC1,TOX25802
1685,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,Cc1ccccc1,TOX25802
1686,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CC1CCCCC1,TOX25802
1687,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,Cc1ccccc1,TOX25803
1688,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,C[C@H]1CN(C)CCc2cc(O)c(O)cc21,TOX25803
1689,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,Cc1ccc(O)c(O)c1,TOX25800
1690,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,Cc1ccc(O)cc1,TOX25800
1691,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,Cc1cc(C)c(N)c(C)c1,TOX25806
1692,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2,Cn1c(=N)cc2n(c1=O)CCc1cc(O)c(O)cc1-2,TOX25806
1693,Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1,Cc1ccc(S)cc1,TOX25807
1694,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,Cc1ccc2c(c1)N(C)c1ccccc1S2,TOX25804
1695,CC(C)(C)NCC(O)c1ccccc1Cl,Cc1ccccc1Cl,TOX25805
1696,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CN1C[C@@H](N)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,TOX25809
1697,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,TOX669
1698,O=S1OCCO1,O=S1OCCO1,TOX668
1699,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,TOX13664
1700,O=S(=O)(O)c1ccc(O)c2ncccc12,Oc1ccc(S)c2cccnc12,TOX24317
1701,Cc1ccc(S(=O)(=O)O)cc1,Cc1ccc(S)cc1,TOX24316
1702,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Cc1ccc(O)cc1,TOX17717
1703,COC(OC)(C(=O)c1ccccc1)c1ccccc1,Cc1ccccc1,TOX17715
1704,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,TOX21269
1705,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,Cc1ccc(O)cc1,TOX17712
1706,O=C(c1ccc(O)c(O)c1)c1ccc(O)cc1O,Cc1ccc(O)c(O)c1,TOX27950
1707,O=C(c1ccc(O)c(O)c1)c1ccc(O)cc1O,Cc1ccc(O)cc1O,TOX27950
1708,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,TOX409
1709,Nc1ccc(O)c(N)c1,Nc1ccc(O)c(N)c1,TOX401
1710,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,Nc1ccc(N)cc1,TOX400
1711,Nc1ccc(NC(=O)c2ccc(N)cc2)cc1,Cc1ccc(N)cc1,TOX400
1712,Cc1ccc(N)cc1N,Cc1ccc(N)cc1N,TOX402
1713,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,Cc1cc(O)nc(C)n1,TOX407
1714,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,Cc1ccccc1,TOX406
1715,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CC1=NCC(=O)N(C)c2ccc(Cl)cc21,TOX406
1716,CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,Oc1ccc(O)cc1,TOX14598
1717,CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,Oc1nc2ccc(Cl)cc2o1,TOX14598
1718,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,Cc1ccc(Cl)cc1,TOX5226
1719,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,Cn1ccnc1,TOX5226
1720,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,Cc1ccc(Cl)cc1Cl,TOX5226
1721,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,CC1(C)N=C(S)N(N)C1=O,TOX14590
1722,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,Cc1ccccc1,TOX14590
1723,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,Nc1ccccc1,TOX14590
1724,CCCCCCCCCCCCc1ccc(O)cc1,Cc1ccc(O)cc1,TOX2508
1725,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,C[N+]1(C)CCC(O)C1,TOX3109
1726,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,Cc1ccccc1,TOX3109
1727,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,CC1CCCC1,TOX3109
1728,CCC1(c2ccccc2)CCC(=O)NC1=O,Cc1ccccc1,TOX3102
1729,CCC1(c2ccccc2)CCC(=O)NC1=O,CC1(C)CCC(=O)NC1=O,TOX3102
1730,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,Cc1ccccc1,TOX26777
1731,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,O[C@H]1CCOC1,TOX26777
1732,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,Nc1ccc(S)cc1,TOX26777
1733,OCCN(CCO)c1cccc(Cl)c1,Nc1cccc(Cl)c1,TOX6557
1734,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,Cc1cc(N)c(F)cc1Cl,TOX12532
1735,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,Cc1nn(C)c(=O)n1C,TOX12532
1736,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,Cc1cccc(C)c1,TOX26776
1737,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,Cc1noc(C)n1,TOX26776
1738,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,Cc1ccccc1F,TOX26776
1739,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,C=C1C(=O)CC(C)CC1=O,TOX12535
1740,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,CC1CC1,TOX12535
1741,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC1C(C)C1(C)C,TOX12536
1742,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,Cc1cccc(O)c1,TOX12536
1743,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,Oc1ccccc1,TOX12536
1744,COc1ccccc1NC(=O)CC(C)=O,Nc1ccccc1O,TOX6558
1745,Cn1cnc2c(=O)nc(N)[nH]c21,Cn1cnc2c(=O)nc(N)[nH]c21,TOX29274
1746,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C)O1,TOX25375
1747,N=C(N)NC(=N)N1CCOCC1,CN1CCOCC1,TOX25376
